Date,time,Consumption
3/3/2017,1:00:00,59182
3/3/2017,1:15:00,
3/3/2017,1:30:00,59488
3/3/2017,1:45:00,
3/3/2017,2:00:00,58870
3/3/2017,2:15:00,
3/3/2017,2:30:00,58116
3/3/2017,2:45:00,
3/3/2017,3:00:00,56232
3/3/2017,3:15:00,
3/3/2017,3:30:00,55376
3/3/2017,3:45:00,
3/3/2017,4:00:00,54315
3/3/2017,4:15:00,
3/3/2017,4:30:00,54217
3/3/2017,4:45:00,
3/3/2017,5:00:00,54665
3/3/2017,5:15:00,
3/3/2017,5:30:00,56561
3/3/2017,5:45:00,
3/3/2017,6:00:00,58428
3/3/2017,6:15:00,
3/3/2017,6:30:00,62202
3/3/2017,6:45:00,
3/3/2017,7:00:00,65211
3/3/2017,7:15:00,
3/3/2017,7:30:00,66871
3/3/2017,7:45:00,
3/3/2017,8:00:00,67077
3/3/2017,8:15:00,
3/3/2017,8:30:00,68345
3/3/2017,8:45:00,
3/3/2017,9:00:00,68630
3/3/2017,9:15:00,
3/3/2017,9:30:00,68925
3/3/2017,9:45:00,
3/3/2017,10:00:00,68560
3/3/2017,10:15:00,
3/3/2017,10:30:00,68220
3/3/2017,10:45:00,
3/3/2017,11:00:00,67600
3/3/2017,11:15:00,
3/3/2017,11:30:00,67358
3/3/2017,11:45:00,
3/3/2017,12:00:00,67296
3/3/2017,12:15:00,
3/3/2017,12:30:00,66233
3/3/2017,12:45:00,
3/3/2017,13:00:00,66182
3/3/2017,13:15:00,
3/3/2017,13:30:00,64737
3/3/2017,13:45:00,
3/3/2017,14:00:00,63700
3/3/2017,14:15:00,
3/3/2017,14:30:00,62938
3/3/2017,14:45:00,
3/3/2017,15:00:00,61392
3/3/2017,15:15:00,
3/3/2017,15:30:00,60551
3/3/2017,15:45:00,
3/3/2017,16:00:00,59943
3/3/2017,16:15:00,
3/3/2017,16:30:00,59185
3/3/2017,16:45:00,
3/3/2017,17:00:00,58912
3/3/2017,17:15:00,
3/3/2017,17:30:00,59149
3/3/2017,17:45:00,
3/3/2017,18:00:00,60333
3/3/2017,18:15:00,
3/3/2017,18:30:00,62422
3/3/2017,18:45:00,
3/3/2017,19:00:00,66144
3/3/2017,19:15:00,
3/3/2017,19:30:00,66711
3/3/2017,19:45:00,
3/3/2017,20:00:00,65625
3/3/2017,20:15:00,
3/3/2017,20:30:00,63458
3/3/2017,20:45:00,
3/3/2017,21:00:00,61649
3/3/2017,21:15:00,
3/3/2017,21:30:00,59821
3/3/2017,21:45:00,
3/3/2017,22:00:00,58565
3/3/2017,22:15:00,
3/3/2017,22:30:00,58736
3/3/2017,22:45:00,
3/3/2017,23:00:00,61599
3/3/2017,23:15:00,
3/3/2017,23:30:00,61046
3/3/2017,23:45:00,
3/4/2017,0:00:00,60817
3/4/2017,0:15:00,
3/4/2017,0:30:00,58490
3/4/2017,0:45:00,
3/4/2017,1:00:00,55650
3/4/2017,1:15:00,
3/4/2017,1:30:00,55799
3/4/2017,1:45:00,
3/4/2017,2:00:00,54724
3/4/2017,2:15:00,
3/4/2017,2:30:00,54102
3/4/2017,2:45:00,
3/4/2017,3:00:00,52263
3/4/2017,3:15:00,
3/4/2017,3:30:00,50972
3/4/2017,3:45:00,
3/4/2017,4:00:00,49862
3/4/2017,4:15:00,
3/4/2017,4:30:00,49479
3/4/2017,4:45:00,
3/4/2017,5:00:00,49307
3/4/2017,5:15:00,
3/4/2017,5:30:00,49994
3/4/2017,5:45:00,
3/4/2017,6:00:00,50628
3/4/2017,6:15:00,
3/4/2017,6:30:00,52108
3/4/2017,6:45:00,
3/4/2017,7:00:00,52872
3/4/2017,7:15:00,
3/4/2017,7:30:00,53474
3/4/2017,7:45:00,
3/4/2017,8:00:00,54322
3/4/2017,8:15:00,
3/4/2017,8:30:00,56138
3/4/2017,8:45:00,
3/4/2017,9:00:00,57687
3/4/2017,9:15:00,
3/4/2017,9:30:00,59421
3/4/2017,9:45:00,
3/4/2017,10:00:00,60172
3/4/2017,10:15:00,
3/4/2017,10:30:00,60583
3/4/2017,10:45:00,
3/4/2017,11:00:00,60630
3/4/2017,11:15:00,
3/4/2017,11:30:00,60955
3/4/2017,11:45:00,
3/4/2017,12:00:00,61704
3/4/2017,12:15:00,
3/4/2017,12:30:00,62215
3/4/2017,12:45:00,
3/4/2017,13:00:00,62702
3/4/2017,13:15:00,
3/4/2017,13:30:00,61156
3/4/2017,13:45:00,
3/4/2017,14:00:00,60018
3/4/2017,14:15:00,
3/4/2017,14:30:00,59279
3/4/2017,14:45:00,
3/4/2017,15:00:00,57810
3/4/2017,15:15:00,
3/4/2017,15:30:00,57337
3/4/2017,15:45:00,
3/4/2017,16:00:00,56535
3/4/2017,16:15:00,
3/4/2017,16:30:00,56075
3/4/2017,16:45:00,
3/4/2017,17:00:00,55825
3/4/2017,17:15:00,
3/4/2017,17:30:00,56239
3/4/2017,17:45:00,
3/4/2017,18:00:00,57413
3/4/2017,18:15:00,
3/4/2017,18:30:00,59441
3/4/2017,18:45:00,
3/4/2017,19:00:00,63063
3/4/2017,19:15:00,
3/4/2017,19:30:00,64616
3/4/2017,19:45:00,
3/4/2017,20:00:00,63766
3/4/2017,20:15:00,
3/4/2017,20:30:00,61874
3/4/2017,20:45:00,
3/4/2017,21:00:00,60498
3/4/2017,21:15:00,
3/4/2017,21:30:00,59308
3/4/2017,21:45:00,
3/4/2017,22:00:00,58396
3/4/2017,22:15:00,
3/4/2017,22:30:00,59022
3/4/2017,22:45:00,
3/4/2017,23:00:00,62374
3/4/2017,23:15:00,
3/4/2017,23:30:00,62055
3/4/2017,23:45:00,
3/5/2017,0:00:00,62403
3/5/2017,0:15:00,
3/5/2017,0:30:00,60862
3/5/2017,0:45:00,
3/5/2017,1:00:00,58136
3/5/2017,1:15:00,
3/5/2017,1:30:00,57721
3/5/2017,1:45:00,
3/5/2017,2:00:00,56901
3/5/2017,2:15:00,
3/5/2017,2:30:00,56227
3/5/2017,2:45:00,
3/5/2017,3:00:00,54355
3/5/2017,3:15:00,
3/5/2017,3:30:00,53054
3/5/2017,3:45:00,
3/5/2017,4:00:00,51831
3/5/2017,4:15:00,
3/5/2017,4:30:00,51299
3/5/2017,4:45:00,
3/5/2017,5:00:00,50912
3/5/2017,5:15:00,
3/5/2017,5:30:00,51521
3/5/2017,5:45:00,
3/5/2017,6:00:00,51654
3/5/2017,6:15:00,
3/5/2017,6:30:00,52554
3/5/2017,6:45:00,
3/5/2017,7:00:00,52787
3/5/2017,7:15:00,
3/5/2017,7:30:00,52751
3/5/2017,7:45:00,
3/5/2017,8:00:00,53276
3/5/2017,8:15:00,
3/5/2017,8:30:00,54633
3/5/2017,8:45:00,
3/5/2017,9:00:00,56180
3/5/2017,9:15:00,
3/5/2017,9:30:00,57762
3/5/2017,9:45:00,
3/5/2017,10:00:00,59110
3/5/2017,10:15:00,
3/5/2017,10:30:00,60053
3/5/2017,10:45:00,
3/5/2017,11:00:00,60743
3/5/2017,11:15:00,
3/5/2017,11:30:00,61647
3/5/2017,11:45:00,
3/5/2017,12:00:00,62281
3/5/2017,12:15:00,
3/5/2017,12:30:00,62892
3/5/2017,12:45:00,
3/5/2017,13:00:00,63427
3/5/2017,13:15:00,
3/5/2017,13:30:00,61490
3/5/2017,13:45:00,
3/5/2017,14:00:00,59691
3/5/2017,14:15:00,
3/5/2017,14:30:00,58551
3/5/2017,14:45:00,
3/5/2017,15:00:00,56718
3/5/2017,15:15:00,
3/5/2017,15:30:00,56085
3/5/2017,15:45:00,
3/5/2017,16:00:00,55185
3/5/2017,16:15:00,
3/5/2017,16:30:00,54907
3/5/2017,16:45:00,
3/5/2017,17:00:00,54672
3/5/2017,17:15:00,
3/5/2017,17:30:00,54948
3/5/2017,17:45:00,
3/5/2017,18:00:00,56257
3/5/2017,18:15:00,
3/5/2017,18:30:00,58603
3/5/2017,18:45:00,
3/5/2017,19:00:00,63040
3/5/2017,19:15:00,
3/5/2017,19:30:00,65489
3/5/2017,19:45:00,
3/5/2017,20:00:00,65184
3/5/2017,20:15:00,
3/5/2017,20:30:00,63690
3/5/2017,20:45:00,
3/5/2017,21:00:00,62509
3/5/2017,21:15:00,
3/5/2017,21:30:00,61197
3/5/2017,21:45:00,
3/5/2017,22:00:00,59877
3/5/2017,22:15:00,
3/5/2017,22:30:00,60208
3/5/2017,22:45:00,
3/5/2017,23:00:00,62917
3/5/2017,23:15:00,
3/5/2017,23:30:00,62310
3/5/2017,23:45:00,
3/6/2017,0:00:00,62373
3/6/2017,0:15:00,
3/6/2017,0:30:00,60727
3/6/2017,0:45:00,
3/6/2017,1:00:00,58239
3/6/2017,1:15:00,
3/6/2017,1:30:00,57884
3/6/2017,1:45:00,
3/6/2017,2:00:00,57255
3/6/2017,2:15:00,
3/6/2017,2:30:00,56861
3/6/2017,2:45:00,
3/6/2017,3:00:00,54988
3/6/2017,3:15:00,
3/6/2017,3:30:00,54074
3/6/2017,3:45:00,
3/6/2017,4:00:00,53165
3/6/2017,4:15:00,
3/6/2017,4:30:00,53130
3/6/2017,4:45:00,
3/6/2017,5:00:00,53731
3/6/2017,5:15:00,
3/6/2017,5:30:00,56017
3/6/2017,5:45:00,
3/6/2017,6:00:00,58012
3/6/2017,6:15:00,
3/6/2017,6:30:00,62066
3/6/2017,6:45:00,
3/6/2017,7:00:00,65263
3/6/2017,7:15:00,
3/6/2017,7:30:00,67359
3/6/2017,7:45:00,
3/6/2017,8:00:00,68364
3/6/2017,8:15:00,
3/6/2017,8:30:00,69132
3/6/2017,8:45:00,
3/6/2017,9:00:00,69868
3/6/2017,9:15:00,
3/6/2017,9:30:00,70828
3/6/2017,9:45:00,
3/6/2017,10:00:00,70951
3/6/2017,10:15:00,
3/6/2017,10:30:00,71173
3/6/2017,10:45:00,
3/6/2017,11:00:00,71326
3/6/2017,11:15:00,
3/6/2017,11:30:00,71253
3/6/2017,11:45:00,
3/6/2017,12:00:00,71632
3/6/2017,12:15:00,
3/6/2017,12:30:00,70698
3/6/2017,12:45:00,
3/6/2017,13:00:00,70880
3/6/2017,13:15:00,
3/6/2017,13:30:00,69629
3/6/2017,13:45:00,
3/6/2017,14:00:00,68962
3/6/2017,14:15:00,
3/6/2017,14:30:00,68216
3/6/2017,14:45:00,
3/6/2017,15:00:00,66767
3/6/2017,15:15:00,
3/6/2017,15:30:00,66266
3/6/2017,15:45:00,
3/6/2017,16:00:00,65841
3/6/2017,16:15:00,
3/6/2017,16:30:00,65527
3/6/2017,16:45:00,
3/6/2017,17:00:00,65405
3/6/2017,17:15:00,
3/6/2017,17:30:00,65546
3/6/2017,17:45:00,
3/6/2017,18:00:00,66604
3/6/2017,18:15:00,
3/6/2017,18:30:00,68981
3/6/2017,18:45:00,
3/6/2017,19:00:00,73199
3/6/2017,19:15:00,
3/6/2017,19:30:00,74391
3/6/2017,19:45:00,
3/6/2017,20:00:00,72899
3/6/2017,20:15:00,
3/6/2017,20:30:00,70401
3/6/2017,20:45:00,
3/6/2017,21:00:00,67912
3/6/2017,21:15:00,
3/6/2017,21:30:00,66079
3/6/2017,21:45:00,
3/6/2017,22:00:00,64142
3/6/2017,22:15:00,
3/6/2017,22:30:00,64211
3/6/2017,22:45:00,
3/6/2017,23:00:00,67001
3/6/2017,23:15:00,
3/6/2017,23:30:00,65989
3/6/2017,23:45:00,
3/7/2017,0:00:00,65653
3/7/2017,0:15:00,
3/7/2017,0:30:00,63916
3/7/2017,0:45:00,
3/7/2017,1:00:00,61219
3/7/2017,1:15:00,
3/7/2017,1:30:00,60665
3/7/2017,1:45:00,
3/7/2017,2:00:00,59994
3/7/2017,2:15:00,
3/7/2017,2:30:00,59743
3/7/2017,2:45:00,
3/7/2017,3:00:00,57914
3/7/2017,3:15:00,
3/7/2017,3:30:00,57038
3/7/2017,3:45:00,
3/7/2017,4:00:00,56294
3/7/2017,4:15:00,
3/7/2017,4:30:00,56145
3/7/2017,4:45:00,
3/7/2017,5:00:00,56568
3/7/2017,5:15:00,
3/7/2017,5:30:00,58633
3/7/2017,5:45:00,
3/7/2017,6:00:00,60583
3/7/2017,6:15:00,
3/7/2017,6:30:00,64458
3/7/2017,6:45:00,
3/7/2017,7:00:00,67850
3/7/2017,7:15:00,
3/7/2017,7:30:00,69800
3/7/2017,7:45:00,
3/7/2017,8:00:00,70477
3/7/2017,8:15:00,
3/7/2017,8:30:00,70851
3/7/2017,8:45:00,
3/7/2017,9:00:00,71361
3/7/2017,9:15:00,
3/7/2017,9:30:00,71548
3/7/2017,9:45:00,
3/7/2017,10:00:00,71633
3/7/2017,10:15:00,
3/7/2017,10:30:00,71361
3/7/2017,10:45:00,
3/7/2017,11:00:00,71255
3/7/2017,11:15:00,
3/7/2017,11:30:00,71528
3/7/2017,11:45:00,
3/7/2017,12:00:00,71695
3/7/2017,12:15:00,
3/7/2017,12:30:00,71002
3/7/2017,12:45:00,
3/7/2017,13:00:00,71382
3/7/2017,13:15:00,
3/7/2017,13:30:00,70043
3/7/2017,13:45:00,
3/7/2017,14:00:00,69444
3/7/2017,14:15:00,
3/7/2017,14:30:00,68815
3/7/2017,14:45:00,
3/7/2017,15:00:00,67443
3/7/2017,15:15:00,
3/7/2017,15:30:00,66913
3/7/2017,15:45:00,
3/7/2017,16:00:00,66206
3/7/2017,16:15:00,
3/7/2017,16:30:00,65971
3/7/2017,16:45:00,
3/7/2017,17:00:00,65518
3/7/2017,17:15:00,
3/7/2017,17:30:00,65791
3/7/2017,17:45:00,
3/7/2017,18:00:00,66860
3/7/2017,18:15:00,
3/7/2017,18:30:00,68887
3/7/2017,18:45:00,
3/7/2017,19:00:00,73373
3/7/2017,19:15:00,
3/7/2017,19:30:00,74673
3/7/2017,19:45:00,
3/7/2017,20:00:00,73085
3/7/2017,20:15:00,
3/7/2017,20:30:00,70538
3/7/2017,20:45:00,
3/7/2017,21:00:00,67952
3/7/2017,21:15:00,
3/7/2017,21:30:00,66097
3/7/2017,21:45:00,
3/7/2017,22:00:00,64483
3/7/2017,22:15:00,
3/7/2017,22:30:00,64653
3/7/2017,22:45:00,
3/7/2017,23:00:00,67402
3/7/2017,23:15:00,
3/7/2017,23:30:00,66428
3/7/2017,23:45:00,
3/8/2017,0:00:00,66304
3/8/2017,0:15:00,
3/8/2017,0:30:00,64516
3/8/2017,0:45:00,
3/8/2017,1:00:00,61595
3/8/2017,1:15:00,
3/8/2017,1:30:00,61088
3/8/2017,1:45:00,
3/8/2017,2:00:00,60459
3/8/2017,2:15:00,
3/8/2017,2:30:00,59914
3/8/2017,2:45:00,
3/8/2017,3:00:00,58378
3/8/2017,3:15:00,
3/8/2017,3:30:00,57356
3/8/2017,3:45:00,
3/8/2017,4:00:00,56544
3/8/2017,4:15:00,
3/8/2017,4:30:00,56312
3/8/2017,4:45:00,
3/8/2017,5:00:00,56703
3/8/2017,5:15:00,
3/8/2017,5:30:00,58668
3/8/2017,5:45:00,
3/8/2017,6:00:00,60394
3/8/2017,6:15:00,
3/8/2017,6:30:00,64212
3/8/2017,6:45:00,
3/8/2017,7:00:00,67253
3/8/2017,7:15:00,
3/8/2017,7:30:00,69251
3/8/2017,7:45:00,
3/8/2017,8:00:00,70236
3/8/2017,8:15:00,
3/8/2017,8:30:00,71012
3/8/2017,8:45:00,
3/8/2017,9:00:00,71546
3/8/2017,9:15:00,
3/8/2017,9:30:00,71623
3/8/2017,9:45:00,
3/8/2017,10:00:00,71392
3/8/2017,10:15:00,
3/8/2017,10:30:00,70724
3/8/2017,10:45:00,
3/8/2017,11:00:00,70736
3/8/2017,11:15:00,
3/8/2017,11:30:00,70593
3/8/2017,11:45:00,
3/8/2017,12:00:00,70658
3/8/2017,12:15:00,
3/8/2017,12:30:00,70022
3/8/2017,12:45:00,
3/8/2017,13:00:00,70128
3/8/2017,13:15:00,
3/8/2017,13:30:00,68882
3/8/2017,13:45:00,
3/8/2017,14:00:00,68459
3/8/2017,14:15:00,
3/8/2017,14:30:00,67789
3/8/2017,14:45:00,
3/8/2017,15:00:00,66433
3/8/2017,15:15:00,
3/8/2017,15:30:00,65881
3/8/2017,15:45:00,
3/8/2017,16:00:00,65189
3/8/2017,16:15:00,
3/8/2017,16:30:00,64837
3/8/2017,16:45:00,
3/8/2017,17:00:00,64315
3/8/2017,17:15:00,
3/8/2017,17:30:00,64274
3/8/2017,17:45:00,
3/8/2017,18:00:00,64999
3/8/2017,18:15:00,
3/8/2017,18:30:00,66966
3/8/2017,18:45:00,
3/8/2017,19:00:00,70742
3/8/2017,19:15:00,
3/8/2017,19:30:00,71504
3/8/2017,19:45:00,
3/8/2017,20:00:00,69845
3/8/2017,20:15:00,
3/8/2017,20:30:00,67239
3/8/2017,20:45:00,
3/8/2017,21:00:00,64591
3/8/2017,21:15:00,
3/8/2017,21:30:00,62652
3/8/2017,21:45:00,
3/8/2017,22:00:00,61064
3/8/2017,22:15:00,
3/8/2017,22:30:00,61000
3/8/2017,22:45:00,
3/8/2017,23:00:00,63429
3/8/2017,23:15:00,
3/8/2017,23:30:00,62645
3/8/2017,23:45:00,
3/9/2017,0:00:00,62543
3/9/2017,0:15:00,
3/9/2017,0:30:00,60887
3/9/2017,0:45:00,
3/9/2017,1:00:00,57868
3/9/2017,1:15:00,
3/9/2017,1:30:00,57327
3/9/2017,1:45:00,
3/9/2017,2:00:00,56563
3/9/2017,2:15:00,
3/9/2017,2:30:00,56032
3/9/2017,2:45:00,
3/9/2017,3:00:00,54086
3/9/2017,3:15:00,
3/9/2017,3:30:00,53030
3/9/2017,3:45:00,
3/9/2017,4:00:00,51898
3/9/2017,4:15:00,
3/9/2017,4:30:00,52006
3/9/2017,4:45:00,
3/9/2017,5:00:00,52044
3/9/2017,5:15:00,
3/9/2017,5:30:00,54137
3/9/2017,5:45:00,
3/9/2017,6:00:00,55880
3/9/2017,6:15:00,
3/9/2017,6:30:00,60137
3/9/2017,6:45:00,
3/9/2017,7:00:00,63027
3/9/2017,7:15:00,
3/9/2017,7:30:00,65100
3/9/2017,7:45:00,
3/9/2017,8:00:00,65883
3/9/2017,8:15:00,
3/9/2017,8:30:00,66378
3/9/2017,8:45:00,
3/9/2017,9:00:00,66474
3/9/2017,9:15:00,
3/9/2017,9:30:00,66632
3/9/2017,9:45:00,
3/9/2017,10:00:00,66482
3/9/2017,10:15:00,
3/9/2017,10:30:00,66303
3/9/2017,10:45:00,
3/9/2017,11:00:00,66146
3/9/2017,11:15:00,
3/9/2017,11:30:00,65965
3/9/2017,11:45:00,
3/9/2017,12:00:00,65962
3/9/2017,12:15:00,
3/9/2017,12:30:00,65113
3/9/2017,12:45:00,
3/9/2017,13:00:00,65109
3/9/2017,13:15:00,
3/9/2017,13:30:00,64110
3/9/2017,13:45:00,
3/9/2017,14:00:00,63280
3/9/2017,14:15:00,
3/9/2017,14:30:00,62810
3/9/2017,14:45:00,
3/9/2017,15:00:00,61292
3/9/2017,15:15:00,
3/9/2017,15:30:00,60521
3/9/2017,15:45:00,
3/9/2017,16:00:00,59764
3/9/2017,16:15:00,
3/9/2017,16:30:00,59143
3/9/2017,16:45:00,
3/9/2017,17:00:00,58767
3/9/2017,17:15:00,
3/9/2017,17:30:00,58593
3/9/2017,17:45:00,
3/9/2017,18:00:00,59279
3/9/2017,18:15:00,
3/9/2017,18:30:00,61150
3/9/2017,18:45:00,
3/9/2017,19:00:00,65461
3/9/2017,19:15:00,
3/9/2017,19:30:00,67159
3/9/2017,19:45:00,
3/9/2017,20:00:00,65920
3/9/2017,20:15:00,
3/9/2017,20:30:00,63479
3/9/2017,20:45:00,
3/9/2017,21:00:00,61113
3/9/2017,21:15:00,
3/9/2017,21:30:00,59637
3/9/2017,21:45:00,
3/9/2017,22:00:00,57734
3/9/2017,22:15:00,
3/9/2017,22:30:00,58048
3/9/2017,22:45:00,
3/9/2017,23:00:00,60623
3/9/2017,23:15:00,
3/9/2017,23:30:00,60075
3/9/2017,23:45:00,
3/10/2017,0:00:00,60010
3/10/2017,0:15:00,
3/10/2017,0:30:00,58383
3/10/2017,0:45:00,
3/10/2017,1:00:00,55730
3/10/2017,1:15:00,
3/10/2017,1:30:00,55221
3/10/2017,1:45:00,
3/10/2017,2:00:00,54500
3/10/2017,2:15:00,
3/10/2017,2:30:00,54026
3/10/2017,2:45:00,
3/10/2017,3:00:00,52223
3/10/2017,3:15:00,
3/10/2017,3:30:00,51371
3/10/2017,3:45:00,
3/10/2017,4:00:00,50553
3/10/2017,4:15:00,
3/10/2017,4:30:00,50649
3/10/2017,4:45:00,
3/10/2017,5:00:00,51138
3/10/2017,5:15:00,
3/10/2017,5:30:00,53059
3/10/2017,5:45:00,
3/10/2017,6:00:00,55068
3/10/2017,6:15:00,
3/10/2017,6:30:00,59146
3/10/2017,6:45:00,
3/10/2017,7:00:00,62104
3/10/2017,7:15:00,
3/10/2017,7:30:00,64101
3/10/2017,7:45:00,
3/10/2017,8:00:00,65200
3/10/2017,8:15:00,
3/10/2017,8:30:00,65644
3/10/2017,8:45:00,
3/10/2017,9:00:00,65803
3/10/2017,9:15:00,
3/10/2017,9:30:00,65922
3/10/2017,9:45:00,
3/10/2017,10:00:00,65255
3/10/2017,10:15:00,
3/10/2017,10:30:00,64628
3/10/2017,10:45:00,
3/10/2017,11:00:00,64040
3/10/2017,11:15:00,
3/10/2017,11:30:00,63638
3/10/2017,11:45:00,
3/10/2017,12:00:00,63300
3/10/2017,12:15:00,
3/10/2017,12:30:00,62423
3/10/2017,12:45:00,
3/10/2017,13:00:00,62550
3/10/2017,13:15:00,
3/10/2017,13:30:00,61028
3/10/2017,13:45:00,
3/10/2017,14:00:00,59713
3/10/2017,14:15:00,
3/10/2017,14:30:00,58949
3/10/2017,14:45:00,
3/10/2017,15:00:00,57292
3/10/2017,15:15:00,
3/10/2017,15:30:00,56558
3/10/2017,15:45:00,
3/10/2017,16:00:00,55397
3/10/2017,16:15:00,
3/10/2017,16:30:00,54430
3/10/2017,16:45:00,
3/10/2017,17:00:00,54032
3/10/2017,17:15:00,
3/10/2017,17:30:00,53991
3/10/2017,17:45:00,
3/10/2017,18:00:00,54606
3/10/2017,18:15:00,
3/10/2017,18:30:00,56107
3/10/2017,18:45:00,
3/10/2017,19:00:00,60074
3/10/2017,19:15:00,
3/10/2017,19:30:00,62674
3/10/2017,19:45:00,
3/10/2017,20:00:00,62228
3/10/2017,20:15:00,
3/10/2017,20:30:00,60081
3/10/2017,20:45:00,
3/10/2017,21:00:00,58284
3/10/2017,21:15:00,
3/10/2017,21:30:00,56775
3/10/2017,21:45:00,
3/10/2017,22:00:00,55705
3/10/2017,22:15:00,
3/10/2017,22:30:00,56324
3/10/2017,22:45:00,
3/10/2017,23:00:00,59133
3/10/2017,23:15:00,
3/10/2017,23:30:00,58701
3/10/2017,23:45:00,
3/11/2017,0:00:00,58641
3/11/2017,0:15:00,
3/11/2017,0:30:00,56734
3/11/2017,0:45:00,
3/11/2017,1:00:00,53968
3/11/2017,1:15:00,
3/11/2017,1:30:00,53429
3/11/2017,1:45:00,
3/11/2017,2:00:00,52682
3/11/2017,2:15:00,
3/11/2017,2:30:00,52079
3/11/2017,2:45:00,
3/11/2017,3:00:00,50168
3/11/2017,3:15:00,
3/11/2017,3:30:00,49273
3/11/2017,3:45:00,
3/11/2017,4:00:00,48313
3/11/2017,4:15:00,
3/11/2017,4:30:00,48165
3/11/2017,4:45:00,
3/11/2017,5:00:00,48319
3/11/2017,5:15:00,
3/11/2017,5:30:00,49253
3/11/2017,5:45:00,
3/11/2017,6:00:00,49907
3/11/2017,6:15:00,
3/11/2017,6:30:00,51546
3/11/2017,6:45:00,
3/11/2017,7:00:00,51979
3/11/2017,7:15:00,
3/11/2017,7:30:00,52653
3/11/2017,7:45:00,
3/11/2017,8:00:00,53781
3/11/2017,8:15:00,
3/11/2017,8:30:00,54997
3/11/2017,8:45:00,
3/11/2017,9:00:00,55638
3/11/2017,9:15:00,
3/11/2017,9:30:00,56473
3/11/2017,9:45:00,
3/11/2017,10:00:00,56129
3/11/2017,10:15:00,
3/11/2017,10:30:00,55706
3/11/2017,10:45:00,
3/11/2017,11:00:00,54949
3/11/2017,11:15:00,
3/11/2017,11:30:00,54700
3/11/2017,11:45:00,
3/11/2017,12:00:00,54518
3/11/2017,12:15:00,
3/11/2017,12:30:00,54628
3/11/2017,12:45:00,
3/11/2017,13:00:00,54939
3/11/2017,13:15:00,
3/11/2017,13:30:00,52961
3/11/2017,13:45:00,
3/11/2017,14:00:00,51288
3/11/2017,14:15:00,
3/11/2017,14:30:00,50431
3/11/2017,14:45:00,
3/11/2017,15:00:00,48785
3/11/2017,15:15:00,
3/11/2017,15:30:00,47948
3/11/2017,15:45:00,
3/11/2017,16:00:00,46859
3/11/2017,16:15:00,
3/11/2017,16:30:00,46149
3/11/2017,16:45:00,
3/11/2017,17:00:00,45876
3/11/2017,17:15:00,
3/11/2017,17:30:00,46011
3/11/2017,17:45:00,
3/11/2017,18:00:00,47188
3/11/2017,18:15:00,
3/11/2017,18:30:00,49173
3/11/2017,18:45:00,
3/11/2017,19:00:00,53125
3/11/2017,19:15:00,
3/11/2017,19:30:00,55821
3/11/2017,19:45:00,
3/11/2017,20:00:00,55354
3/11/2017,20:15:00,
3/11/2017,20:30:00,53762
3/11/2017,20:45:00,
3/11/2017,21:00:00,52465
3/11/2017,21:15:00,
3/11/2017,21:30:00,51354
3/11/2017,21:45:00,
3/11/2017,22:00:00,50609
3/11/2017,22:15:00,
3/11/2017,22:30:00,51404
3/11/2017,22:45:00,
3/11/2017,23:00:00,54559
3/11/2017,23:15:00,
3/11/2017,23:30:00,54510
3/11/2017,23:45:00,
3/12/2017,0:00:00,54988
3/12/2017,0:15:00,
3/12/2017,0:30:00,53243
3/12/2017,0:45:00,
3/12/2017,1:00:00,50801
3/12/2017,1:15:00,
3/12/2017,1:30:00,50326
3/12/2017,1:45:00,
3/12/2017,2:00:00,49564
3/12/2017,2:15:00,
3/12/2017,2:30:00,48902
3/12/2017,2:45:00,
3/12/2017,3:00:00,46891
3/12/2017,3:15:00,
3/12/2017,3:30:00,45541
3/12/2017,3:45:00,
3/12/2017,4:00:00,44398
3/12/2017,4:15:00,
3/12/2017,4:30:00,43716
3/12/2017,4:45:00,
3/12/2017,5:00:00,43453
3/12/2017,5:15:00,
3/12/2017,5:30:00,43777
3/12/2017,5:45:00,
3/12/2017,6:00:00,44052
3/12/2017,6:15:00,
3/12/2017,6:30:00,44823
3/12/2017,6:45:00,
3/12/2017,7:00:00,44837
3/12/2017,7:15:00,
3/12/2017,7:30:00,44797
3/12/2017,7:45:00,
3/12/2017,8:00:00,45434
3/12/2017,8:15:00,
3/12/2017,8:30:00,46907
3/12/2017,8:45:00,
3/12/2017,9:00:00,48302
3/12/2017,9:15:00,
3/12/2017,9:30:00,49709
3/12/2017,9:45:00,
3/12/2017,10:00:00,50584
3/12/2017,10:15:00,
3/12/2017,10:30:00,51346
3/12/2017,10:45:00,
3/12/2017,11:00:00,51775
3/12/2017,11:15:00,
3/12/2017,11:30:00,52308
3/12/2017,11:45:00,
3/12/2017,12:00:00,53012
3/12/2017,12:15:00,
3/12/2017,12:30:00,53642
3/12/2017,12:45:00,
3/12/2017,13:00:00,53977
3/12/2017,13:15:00,
3/12/2017,13:30:00,51746
3/12/2017,13:45:00,
3/12/2017,14:00:00,50007
3/12/2017,14:15:00,
3/12/2017,14:30:00,49104
3/12/2017,14:45:00,
3/12/2017,15:00:00,47607
3/12/2017,15:15:00,
3/12/2017,15:30:00,47299
3/12/2017,15:45:00,
3/12/2017,16:00:00,46507
3/12/2017,16:15:00,
3/12/2017,16:30:00,46140
3/12/2017,16:45:00,
3/12/2017,17:00:00,45984
3/12/2017,17:15:00,
3/12/2017,17:30:00,46688
3/12/2017,17:45:00,
